"dieta","forca","resist","conc","sono"
"Tradicional",45.3158335391206,44.5198317183493,66.667255512712,5.31758247001544
"Tradicional",38.7991378699996,44.4207972874091,67.3362249567926,9.45923490611777
"Tradicional",34.7829879625636,37.243144816089,58.1198409382749,5.44273410836265
"Tradicional",38.3324097117609,40.5337846859217,67.9442682049389,5.13042871576352
"Tradicional",43.2078708211204,34.0915760127123,68.6525310490003,6.31591675353182
"Tradicional",35.6566185575419,38.4144271661026,55.1680174091652,5.75600749594026
"Tradicional",42.2401871115353,40.4693525157577,61.2506015862949,8.96342992419532
"Tradicional",46.4565415882748,46.3693236243486,71.1792200259154,7.84326210115232
"Tradicional",44.3470224531829,48.9919811887906,64.9596812174092,8.95705915563257
"Tradicional",49.1417321789951,47.9491754283334,60.4871569306939,6.61312732988117
"Tradicional",40.2348972693262,32.4721356186743,61.0755820126687,6.69331701007658
"Tradicional",35.4515235753166,34.8212623473918,71.0008577206121,5.80972046406855
"Tradicional",43.6410027119015,42.4628467992442,59.6992636728962,7.13454327803204
"Tradicional",38.6634105696178,41.4945823865965,66.6591026043573,5.10124966166181
"Tradicional",36.8337858828865,48.656612203415,69.2758727306384,4.64737088826397
"Tradicional",41.7177273230495,34.2375178139701,53.0358707338058,10.0665485749292
"Tradicional",35.8268691542061,43.8171233959165,62.8085548809983,7.83185865231096
"Tradicional",46.9430165954095,44.532090940817,79.2305356740263,5.44460590825244
"Tradicional",45.1051495163916,34.4189885028233,61.7199601564788,5.49837004726225
"Tradicional",39.6412793551194,47.6900086642833,67.2980687714562,4.93901431627373
"Tradicional",47.0168526462089,43.5607684082783,70.4771621397773,11.7975978624478
"Tradicional",42.9969952524999,44.1728698442077,64.6353844242012,9.69842611189111
"Tradicional",40.3603926357135,49.4701120780148,70.7183214332929,6.9617255806916
"Tradicional",42.3271332083746,50.2017464741885,65.868842488754,8.52428015884005
"Tradicional",39.423239297467,48.4456820284937,68.2161279493024,6.48677536079017
"Tradicional",47.149245256998,50.2410403247156,72.1540294275631,7.03010746452742
"Tradicional",38.7898295105207,45.520336284773,56.6483185448103,5.20898906668509
"Tradicional",44.5329077278131,40.4002238848807,63.1212269370804,5.85300096635622
"Tradicional",49.8865470249096,39.1629570267597,72.5291073807547,10.7386868192537
"Tradicional",37.9411325436712,43.567722649986,54.424338876481,6.40954246811419
"Tradicional",45.3995449039164,40.1889783964823,59.9171300660829,7.1721314851736
"Tradicional",46.4256569032732,41.9030440590127,64.9741740577372,7.72079732974346
"Tradicional",40.4623551871438,38.2142524310586,59.8005410350707,8.93491140957205
"Tradicional",34.8778096340214,40.5834180595843,62.2893184446255,5.43162284867956
"Tradicional",42.9932625494253,42.2511984980203,56.4271925419995,4.87963578955045
"Tradicional",37.1634532123858,38.9910749501046,63.313216313382,9.75350099694359
"Tradicional",47.866857417888,42.8338991502497,55.2947333483132,6.22201198065414
"Tradicional",45.690983210935,46.4398067542676,60.1594052081391,5.89228409631962
"Tradicional",44.9246232918169,39.9177428916545,67.7827937870289,4.75597587053384
"Tradicional",39.5267283397078,42.5051427065103,70.2019884147712,4.56203723711277
"Tradicional",44.9613428451568,40.0630828788326,71.2792236265693,6.15737421513397
"Tradicional",40.6954440831776,46.2216476580336,64.7251549546047,8.33162242224865
"Tradicional",42.1247656330113,49.5310947058514,71.5530462327587,9.7533470057438
"Tradicional",42.0339620755883,30,56.588759635491,7.17715532540236
"Tradicional",34.3581635081971,37.0389156594746,61.9390106212946,5.50095321467606
"Tradicional",46.2736408341697,45.0347294930991,70.884010294538,7.70557463443722
"Tradicional",42.7664692255259,40.0911595407162,69.9012751348009,5.73609782634408
"Tradicional",37.6499478184655,41.7841604801451,72.6634898405541,5.59194091682007
"Tradicional",39.5852306092966,36.8845298025499,62.5092992267176,8.2275484856971
"Tradicional",45.9196074895273,43.174585125304,62.6080444768787,5.24669295709522
"Tradicional",38.7843377450416,40.3726641506334,65.4181684649608,10.5262471188549
"Tradicional",43.9917754247066,43.1405810757603,63.1756241713093,6.94193042754494
"Tradicional",37.4411303177153,38.9863874245309,70.5083630895546,7.16907183735256
"Tradicional",42.8270327093789,30.9518462911939,59.2601940641109,4.86250821207017
"Tradicional",42.4053964860025,46.0416948243097,64.15013776977,6.09564935981801
"Tradicional",35.3025246801247,40.5097879565614,56.0538751732144,3.70590966731564
"Tradicional",47.4581946358083,47.6260585272639,72.4243912583955,7.48782885993976
"Tradicional",39.0144505581996,37.6993130192077,64.2861053709485,7.39210290693284
"Tradicional",40.2498299546078,38.563687711162,67.335400773839,7.42131257341782
"Tradicional",37.3244902593137,40.5813776138273,67.1467844814299,5.21212513913576
"Balanceada",47.8251642084732,49.7843185519327,71.1038014525388,10.7183768120849
"Balanceada",49.1082703381048,46.367382843394,70.2379658168803,7.69827401760279
"Balanceada",41.1418109016017,39.9978769325725,60.7101103265315,6.29706803031672
"Balanceada",51.1570667578335,46.8468474939264,74.4943629470948,9.88304731692188
"Balanceada",49.4814632520662,45.4710532514225,67.713662108263,5.64920779038457
"Balanceada",42.266526581624,42.5526892337725,54.3379486522357,5.17823247413263
"Balanceada",43.3023547922661,42.9898116558713,72.1400107503356,11.3321719552245
"Balanceada",50.6474764652063,55.9872386525096,70.7131203383604,7.77020637989145
"Balanceada",55.6489922002779,50.2039388444714,64.5113653468357,10.7010412052697
"Balanceada",51.1970647779979,51.8337260248609,55.7680903487275,4.30949542390729
"Balanceada",59.0199885822494,44.9837476315736,63.6064063468877,7.06575038962208
"Balanceada",47.77695947863,56.2436696288759,64.6177260054321,8.13648103825269
"Balanceada",43.0206931155895,47.0711360962733,72.1895423868543,7.47182218387848
"Balanceada",48.1888614555415,44.1899559462488,66.9267538290879,4.92753619755419
"Balanceada",43.0787393195456,40.1374937201752,58.3727579283923,6.13515972754317
"Balanceada",48.9189321837317,51.5348766120291,62.9514926460857,5.08778004851261
"Balanceada",41.5922221879653,46.7534118429798,59.4885485770264,7.77080543879559
"Balanceada",42.6197523243751,42.7094359195466,65.9789426161611,8.54408976981177
"Balanceada",53.3581726776364,52.0441262754494,60.1573463593061,3.06175811967274
"Balanceada",50.9318222847901,60.3213847194388,68.8559791168718,10.3230271379645
"Balanceada",50.5947760355055,50.3526043706957,66.9146603224894,4.93124837210506
"Balanceada",53.4787328903265,51.5880545808035,63.4944656586014,8.33511642919107
"Balanceada",44.4160361833217,44.5783935923346,69.1992494114151,8.02446111826536
"Balanceada",43.0063308396927,47.7693702266448,55.9017451767372,6.026389262364
"Balanceada",40.3204305354752,37.4907854959687,55.4874250138734,4.46187402614853
"Balanceada",48.352933647472,39.8724269005225,55.5698666786896,6.61965523751789
"Balanceada",49.3612053402171,46.9900841265782,66.0273325328225,7.90734430960296
"Balanceada",52.5577532386782,58.7029842173774,71.1811797568297,9.72401936894544
"Balanceada",52.1844027128033,53.5220901780837,62.4967819987624,3.47886579500502
"Balanceada",48.7829304051857,46.86183622718,64.7716730804688,3.81254429836382
"Balanceada",46.3469891145313,48.7612710311102,57.0741824120803,9.46197413495304
"Balanceada",35.9462685194137,48.3221275714968,63.1424986660939,8.28829046286987
"Balanceada",45.9032602080246,41.5243846014205,64.2890377131098,7.36175324927816
"Balanceada",54.684582585877,58.3282479403513,66.5961000906387,9.35723591765627
"Balanceada",44.7580321027111,47.3007968808798,59.2178454564757,8.3689140649183
"Balanceada",47.7146630376334,41.3974259755012,74.7636673981873,1.7992403566197
"Balanceada",41.4896665280396,46.7688636050723,68.2256793505575,8.81048658565703
"Balanceada",49.3709596663243,44.9390053668819,65.6654001531477,6.0022831368266
"Balanceada",45.8616419189985,51.8306376304775,59.4778459791623,7.34820652948371
"Balanceada",46.7706636673237,48.7613515888039,65.0834705669196,6.40031032804144
"Balanceada",54.9182583612392,55.3033530827241,71.203001813548,9.66186501880096
"Balanceada",45.4179607388465,50.7137278217466,57.7023005073696,6.08803124946264
"Balanceada",49.8270790749568,51.758330688312,57.2806258934341,8.06079193003436
"Balanceada",48.9945564810704,49.1789042580088,66.1560767514894,6.39926674022722
"Balanceada",49.277665969734,45.6485272371477,64.9227119055533,4.83442623376468
"Balanceada",38.3007348885036,48.654295430891,69.3423869356657,8.95297888178899
"Balanceada",46.5993227992289,48.3492858090632,63.3789922853573,8.31983155149539
"Balanceada",42.7486589935647,38.6647478787334,58.8821034558088,9.35442664102055
"Balanceada",44.5867239851322,48.3756054235022,69.0728847233455,7.07727311489525
"Balanceada",47.3901431122299,46.2731543946005,64.7766870403537,9.04459119032492
"Balanceada",48.0948299147071,44.2624033513081,55.9020455929573,10.3460690007234
"Balanceada",39.620764423671,39.5133915925912,66.4093694030956,5.574861942847
"Balanceada",44.8502690543731,41.3187517121076,61.0271714610896,3.7855473369335
"Balanceada",49.9287216843393,50.664671899753,67.4682433278522,6.86467145762116
"Balanceada",37.928157952361,40.3077121168791,57.7657624225717,5.37652047652276
"Balanceada",42.0578608756125,56.0491700860246,62.4699166460201,7.29016836453604
"Balanceada",42.6644310560493,42.2860138676937,54.1687070136384,9.36632733404931
"Balanceada",53.4246519595099,51.5257464152922,72.0615661542388,7.08799456843651
"Balanceada",42.2442318134821,41.3994462510368,73.2030998886228,7.30490210236258
"Balanceada",49.8507267300791,50.3375859535385,50.0769860609485,6.31724388156918
"Proteica",55.7669730176254,50.1919765336791,69.1866387022388,8.61205871209626
"Proteica",51.4261738528622,51.8850777188253,67.8759750287781,9.40865904399852
"Proteica",51.3706167857258,50.5898408379382,58.9088248410454,10.1885207253015
"Proteica",46.3946118277687,55.5492823279713,70.7082583688539,6.67264321890415
"Proteica",56.3754435998497,51.1454771230022,62.047691926977,2.44905580941804
"Proteica",53.3808344456707,53.5689993125118,61.1740992961215,6.78758815933479
"Proteica",45.9451831429702,50.221693170629,67.0842662606879,6.70772805752024
"Proteica",54.1460312740133,61.4162930787404,68.1968942655987,7.10018864693151
"Proteica",54.7778558281686,53.8971360661345,51.7133321158284,7.62540121248315
"Proteica",51.4101788160701,56.5878054009993,71.3266561683237,9.04583387549015
"Proteica",55.7986100076576,57.2677982576727,65.6180275020221,6.19650118459966
"Proteica",44.1762850142989,50.9867025252398,63.0670104418315,5.55212084328862
"Proteica",57.1417317251168,46.713740253513,58.5466147040856,7.27340597968951
"Proteica",58.2784840515783,58.4763866947673,72.6561390424025,6.56198648474134
"Proteica",64.2248498687505,57.3014008241973,67.3707012390342,7.91814625602454
"Proteica",47.9504434641126,63.611629677859,78.6368886396165,3.69150336859727
"Proteica",52.2453141888819,54.6714476768202,67.1404074893008,4.73985249977496
"Proteica",50.4149656704893,54.4411875269155,68.7107307030272,4.269690360641
"Proteica",49.2701923488351,55.9269695810671,66.3756411190943,5.12477278245343
"Proteica",54.3873727002583,46.3788996852344,67.9885891585615,5.28374727354192
"Proteica",49.9888834062954,58.5164820824154,73.146102276187,7.90588292661965
"Proteica",59.5700375054472,57.674505172612,71.1378182678611,9.51164837904136
"Proteica",49.7836279720271,45.7989816772375,66.8348392762051,4.88579940726573
"Proteica",56.3227549472523,53.8901460749489,59.4969968864644,4.93131006771378
"Proteica",53.4611960980065,59.6182231437453,79.1510549756456,5.59761880114397
"Proteica",57.0122170413093,51.8646421397767,68.5563413843474,6.27787494362097
"Proteica",58.8851449909765,57.7843192950697,70.8124675499773,7.10489942687005
"Proteica",59.6756083829273,65.5590594311747,75.9585619994094,9.11576709233344
"Proteica",49.1959209354602,56.9017384966423,67.689155844708,6.24258137131615
"Proteica",59.9678447833223,48.6233893561497,69.1204798318719,3.07793284801718
"Proteica",55.3452750276639,58.2412099371978,65.0514197252064,7.02847881171242
"Proteica",44.3614034868032,55.5515711398001,70.8725922787744,8.91267946827677
