"comprimento","largura"
97.5924095182702,49.0051791558917
106.077601386902,51.809590297195
102.35853004353,53.0218231549514
100.402017120993,48.3745907495173
96.8720604462526,48.5060213192057
105.10315595037,51.9326101339753
101.663075249541,50.6207810645301
99.7987023794884,52.3992051740604
99.7830602379958,47.2359494616834
102.187297690987,49.9665821276057
95.6523339655578,48.4752320983475
95.2590196458264,47.6621923201324
95.7635843223875,46.4879778601865
103.391923712169,51.1666486308472
96.9784482970796,50.8717607721546
101.32176918637,49.9669320371105
104.399011565582,52.4465583869447
103.910269978472,52.0483904732434
102.065438655478,50.4969545221696
98.4092354303096,49.0287995617511
97.0997636369012,48.8969446931047
97.4813789258162,52.2712567104942
103.43219190903,49.4236013306085
97.942574316517,48.7788415889576
102.912452187108,50.7061541406637
100.944316731925,50.2268762472316
101.319816642075,52.2529331164256
100.776070953476,52.3029342374437
94.6715049465123,49.301908904152
100.711131466585,50.4971885132507
100.916632883931,49.5679167196075
97.6120282739727,47.9271346135862
96.2028659859648,49.3471273199354
101.783136641488,50.5753414232302
105.775021533809,54.4450499004395
95.6041649382804,45.5875233689889
103.102692454869,49.8996219725152
98.4638306252644,50.9766476442306
97.5791879363341,47.6400559376703
100.547336556501,49.9633487154728
100.440203760521,50.6535794878093
99.2720594596064,50.6804948772372
99.5110840211137,50.318222973753
104.695035442362,51.921185959362
99.9915504721615,51.5765387704872
104.420023577765,51.9992901210702
100.237879860542,49.2040417657895
104.587324499403,50.4677237133271
110.084150172301,54.9481576412963
97.9789230533136,48.0197436327872
97.5436069803948,49.6608428267
98.6731566335541,49.1484299904381
96.2873690974883,48.8918850446025
95.1684398681494,46.3460364949436
99.5331780393412,51.1315162573982
98.4444992135728,50.3972413572937
93.7107904875657,48.1513203413292
102.326480503689,51.0695130022035
99.7117222038018,49.0381769776214
95.6174645814513,47.3574288569378
99.4249791315518,48.5357496260802
97.8334817599212,49.0374967937585
106.391623273052,50.905136622548
100.990833692377,50.3863687755438
96.2194390675972,48.8366224897483
106.051452233077,52.3258613976769
99.7003592961293,49.3348813215165
93.3223464254092,49.6731286751903
95.1792731940472,49.6584898402387
105.783584776066,49.6453439115422
102.417431814829,50.3208745524965
92.3038241435357,45.7494404408988
93.2579986490868,47.3704094291672
95.1185274733281,49.5698605541647
106.689153510934,50.1161273953209
103.867208152174,52.1467599385367
100.184954290441,48.6662089427368
99.2358857046089,49.3992956073978
101.763458394558,49.9850676966873
103.354992346126,50.4306219406035
102.914682115115,49.3793772182592
98.7186410519443,50.0487934235586
101.925944762566,49.8778286340902
102.390253483716,51.1806839788571
99.2416144506898,49.876023678941
102.178110991098,53.5391391000682
95.9567147515743,47.3542558472568
100.482344391535,50.5626502704019
101.183331565849,49.7034890817085
97.2766398305629,50.9686703781468
97.714787640018,48.1664614182781
98.8763854332512,49.4123642134031
104.365183295513,51.3465826756924
102.361435181864,49.9792321116442
100.473355750767,49.6871449203774
99.3927234867774,48.598281553302
97.1202340274142,51.9334423474913
100.955186891541,48.5494281939576
96.3607905022905,47.3451389734322
109.889434316439,54.5906468176613
99.5685189539707,50.6249728255846
97.888065197017,48.750298176494
96.3187084481415,48.1453613188153
106.297456281055,51.7003831247511
100.723489535182,50.538804927887
104.185186941466,50.4701188694489
97.9968524931442,51.7385838353403
97.517007055046,48.3065051880642
93.8464312134726,46.5001967362962
98.460660048479,50.4155690531013
105.040670021765,52.3929823486555
98.6647275752534,49.7058370541684
96.5091208038965,48.0305174807956
102.304076741252,49.2534654584722
107.429984588474,51.9696535508956
100.024716646766,48.9919335866862
96.3596741098117,47.1640413785346
99.7503048049572,50.5054841894589
100.400656710493,49.0387632390875
96.4189046240056,48.3006168055115
104.525984892486,49.7123253531169
101.374616959913,53.0019744808928
98.1358776792756,47.6057220542436
97.9673068012219,50.0943974841348
97.9443008286253,48.6484564780037
98.7740865345826,49.7789129316604
106.058247715471,51.5855059427086
104.845469745503,52.2323735220264
97.8993532903526,47.3012136250015
97.4621861856189,48.6115601765751
101.592202120828,52.2356782044815
110.507519582541,55.0880395716328
97.5816115455657,46.904322704685
98.5999642553269,49.7280726442119
104.297639488523,52.5339831533786
101.120816739763,48.3981855683552
102.786673310672,50.1715439555191
100.753883492667,50.3149093522528
101.675234145525,50.5059985431305
94.3792034833045,49.4282843445182
